Time,GenerateTime,EvalTime,EvalAvgTime,SelectTime,Attempts,Candidates,EstimatedGain,UtilityScore,NBVTime,Iteration,Progress,Planner,TrajectoryLength,MoveTime,MapUpdateTime
528,1233.000000,564.000000,112.200000,-1,8,5,215.000000,215.000000,1801.000000,59,85.936738,0,-1,1057.000000,642.000000
533,1382.000000,558.000000,91.833333,-1,8,6,244.000000,244.000000,1946.000000,60,87.208315,0,-1,1059.000000,588.000000
539,1245.000000,548.000000,108.600000,-1,8,5,163.000000,163.000000,1797.000000,61,87.758699,0,-1,1909.000000,680.000000
546,1263.000000,418.000000,82.600000,-1,8,5,258.000000,258.000000,1688.000000,62,89.239043,0,-1,1909.000000,600.000000
553,1275.000000,381.000000,126.000000,-1,8,3,80.000000,80.000000,1658.000000,63,89.466788,0,-1,1058.000000,661.000000
559,1068.000000,335.000000,110.666667,-1,8,3,0.000000,0.000000,1408.000000,64,89.561682,0,-1,-1,613.000000
563,3584.000000,770.000000,126.833333,0.000000,27,6,560.000000,560.000000,4361.000000,65,89.561682,1,-1,5359.000000,661.000000
576,1326.000000,531.000000,104.600000,-1,8,5,240.000000,240.000000,1862.000000,66,90.415726,0,-1,1907.000000,622.000000
583,1446.000000,919.000000,113.875000,-1,8,8,0.000000,0.000000,2369.000000,67,90.472662,0,-1,-1,570.000000
588,3898.000000,747.000000,105.571429,0.000000,22,7,1127.000000,1127.000000,4652.000000,68,90.472662,1,-1,10001.000000,760.000000
606,6753.000000,434.000000,85.600000,-1,8,5,0.000000,0.000000,7191.000000,69,90.548577,0,-1,-1,619.000000
617,1394.000000,590.000000,117.000000,-1,8,5,867.000000,867.000000,1990.000000,70,90.586535,0,-1,1909.000000,560.000000
624,8956.000000,575.000000,142.250000,0.000000,70,4,863.000000,863.000000,9534.000000,71,90.586535,1,-1,8411.000000,565.000000
646,1662.000000,987.000000,122.250000,-1,8,8,0.000000,0.000000,2656.000000,72,90.776322,0,-1,-1,533.000000
654,6383.000000,847.000000,119.571429,0.000000,45,7,7.000000,7.000000,7238.000000,73,90.776322,1,-1,8263.000000,731.000000
674,1605.000000,745.000000,92.000000,-1,8,8,0.000000,0.000000,2357.000000,74,91.554452,0,-1,-1,499.000000
679,2145.000000,391.000000,96.250000,0.000000,16,4,0.000000,0.000000,2541.000000,75,91.554452,1,-1,-1,665.000000
684,1431.000000,569.000000,70.250000,-1,8,8,24.000000,24.000000,2004.000000,76,91.554452,0,-1,1907.000000,748.000000
691,1497.000000,888.000000,109.875000,-1,8,8,0.000000,0.000000,2393.000000,77,91.592409,0,-1,-1,521.000000
696,2494.000000,594.000000,97.666667,0.000000,14,6,0.000000,0.000000,3094.000000,78,91.592409,1,-1,-1,620.000000
702,1749.000000,787.000000,97.375000,-1,8,8,0.000000,0.000000,2541.000000,79,91.592409,0,-1,-1,791.000000
707,2417.000000,403.000000,79.000000,0.000000,14,5,0.000000,0.000000,2826.000000,80,91.592409,1,-1,-1,479.000000
713,1589.000000,887.000000,109.875000,-1,8,8,0.000000,0.000000,2484.000000,81,91.592409,0,-1,-1,651.000000
719,3116.000000,509.000000,100.600000,0.000000,21,5,0.000000,0.000000,3631.000000,82,91.592409,1,-1,-1,584.000000
725,1732.000000,869.000000,107.500000,-1,8,8,0.000000,0.000000,2609.000000,83,91.592409,0,-1,-1,651.000000
731,6931.000000,562.000000,110.800000,0.000000,42,5,0.000000,0.000000,7501.000000,84,91.592409,1,-1,-1,850.000000
741,1700.000000,955.000000,118.000000,-1,8,8,553.000000,553.000000,2662.000000,85,91.592409,0,-1,1909.000000,727.000000
749,2894.000000,433.000000,85.800000,0.000000,21,5,0.000000,0.000000,3330.000000,86,91.592409,1,-1,-1,583.000000
755,1571.000000,710.000000,87.750000,-1,8,8,0.000000,0.000000,2287.000000,87,91.592409,0,-1,-1,588.000000
760,8168.000000,504.000000,124.250000,0.000000,63,4,0.000000,0.000000,8678.000000,88,91.592409,1,-1,-1,654.000000
772,1506.000000,776.000000,96.125000,-1,8,8,0.000000,0.000000,2289.000000,89,91.592409,0,-1,-1,779.000000
777,6041.000000,497.000000,98.400000,0.000000,42,5,0.000000,0.000000,6542.000000,90,91.592409,1,-1,-1,673.000000
787,1599.000000,723.000000,89.250000,-1,8,8,0.000000,0.000000,2328.000000,91,91.592409,0,-1,-1,805.000000
792,6751.000000,450.000000,111.000000,0.000000,49,4,0.000000,0.000000,7206.000000,92,91.592409,1,-1,-1,677.000000
802,1454.000000,772.000000,95.250000,-1,8,8,0.000000,0.000000,2230.000000,93,91.592409,0,-1,-1,639.000000
807,9011.000000,642.000000,90.000000,0.000000,63,7,5.000000,5.000000,9661.000000,94,91.592409,1,-1,7359.000000,595.000000
827,1543.000000,1010.000000,125.125000,-1,8,8,0.000000,0.000000,2560.000000,95,91.592409,0,-1,-1,610.000000
832,3396.000000,520.000000,85.666667,0.000000,21,6,0.000000,0.000000,3921.000000,96,91.592409,1,-1,-1,677.000000
839,1512.000000,669.000000,82.125000,-1,8,8,0.000000,0.000000,2188.000000,97,91.592409,0,-1,-1,632.000000
844,5247.000000,630.000000,103.666667,0.000000,35,6,0.000000,0.000000,5881.000000,98,91.592409,1,-1,-1,593.000000
853,1399.000000,681.000000,84.000000,-1,8,8,0.000000,0.000000,2085.000000,99,91.592409,0,-1,-1,524.000000
858,2291.000000,460.000000,75.000000,0.000000,14,6,0.000000,0.000000,2759.000000,100,91.592409,1,-1,-1,590.000000
863,1521.000000,632.000000,78.000000,-1,8,8,0.000000,0.000000,2160.000000,101,91.592409,0,-1,-1,656.000000
869,2769.000000,588.000000,115.800000,0.000000,21,5,0.000000,0.000000,3364.000000,102,91.592409,1,-1,-1,605.000000
875,1470.000000,850.000000,105.000000,-1,8,8,0.000000,0.000000,2328.000000,103,91.592409,0,-1,-1,606.000000
880,2707.000000,399.000000,78.800000,0.000000,21,5,76.000000,76.000000,3109.000000,104,91.592409,1,-1,6961.000000,689.000000
893,1480.000000,675.000000,133.600000,-1,8,5,0.000000,0.000000,2160.000000,105,92.142793,0,-1,-1,617.000000
898,11413.000000,462.000000,114.500000,0.000000,88,4,0.000000,0.000000,11878.000000,106,92.142793,1,-1,-1,744.000000
913,1516.000000,519.000000,102.600000,-1,8,5,0.000000,0.000000,2039.000000,107,92.142793,0,-1,-1,717.000000
918,1321.000000,639.000000,126.600000,0.000000,8,5,74.000000,74.000000,1967.000000,108,92.142793,1,-1,10002.000000,589.000000
932,4841.000000,503.000000,99.800000,-1,8,5,37.000000,37.000000,5347.000000,109,92.142793,0,-1,4061.000000,640.000000
945,1508.000000,824.000000,102.000000,-1,8,8,4.000000,4.000000,2338.000000,110,92.408496,0,-1,1909.000000,561.000000
952,1468.000000,814.000000,134.833333,-1,8,6,0.000000,0.000000,2288.000000,111,92.503390,0,-1,-1,693.000000
957,8127.000000,473.000000,93.800000,0.000000,56,5,210.000000,210.000000,8604.000000,112,92.503390,1,-1,10002.000000,638.000000
979,1537.000000,628.000000,88.571429,-1,8,7,404.000000,404.000000,2172.000000,113,92.503390,0,-1,1910.000000,604.000000
986,1544.000000,944.000000,116.625000,-1,8,8,11.000000,11.000000,2495.000000,114,93.110710,0,-1,1910.000000,627.000000
993,1544.000000,944.000000,116.625000,-1,8,8,11.000000,11.000000,-1,115,-1,-1,-1,-1,-1
1004,1544.000000,944.000000,116.625000,-1,8,8,11.000000,11.000000,-1,116,-1,-1,-1,-1,-1
1015,1526.000000,698.000000,86.125000,-1,8,8,0.000000,0.000000,2228.000000,117,93.243561,0,-1,-1,678.000000
1020,4903.000000,658.000000,92.714286,0.000000,36,7,21.000000,21.000000,5565.000000,118,93.243561,1,-1,6912.000000,721.000000
1036,1398.000000,911.000000,112.750000,-1,8,8,0.000000,0.000000,2316.000000,119,93.243561,0,-1,-1,519.000000
1041,2563.000000,471.000000,77.333333,0.000000,12,6,0.000000,0.000000,3040.000000,120,93.243561,1,-1,-1,685.000000
1046,1604.000000,829.000000,102.375000,-1,8,8,0.000000,0.000000,2442.000000,121,93.243561,0,-1,-1,613.000000
1052,2512.000000,679.000000,133.400000,0.000000,18,5,0.000000,0.000000,3200.000000,122,93.243561,1,-1,-1,615.000000
1058,1509.000000,707.000000,87.500000,-1,8,8,0.000000,0.000000,2221.000000,123,93.243561,0,-1,-1,716.000000
1063,4806.000000,710.000000,99.857143,0.000000,30,7,219.000000,219.000000,5526.000000,124,93.243561,1,-1,6310.000000,701.000000
1078,1292.000000,461.000000,76.000000,-1,8,6,68.000000,68.000000,1757.000000,125,93.319476,0,-1,1908.000000,613.000000
1084,1320.000000,387.000000,76.800000,-1,8,5,4.000000,4.000000,1712.000000,126,93.357434,0,-1,1959.000000,548.000000
1090,1409.000000,691.000000,85.125000,-1,8,8,0.000000,0.000000,2108.000000,127,93.376413,0,-1,-1,576.000000
1095,2501.000000,310.000000,76.250000,0.000000,15,4,0.000000,0.000000,2814.000000,128,93.376413,1,-1,-1,590.000000
1101,1333.000000,593.000000,83.428571,-1,8,7,0.000000,0.000000,1934.000000,129,93.376413,0,-1,-1,638.000000
1106,2282.000000,738.000000,121.500000,0.000000,15,6,0.000000,0.000000,3026.000000,130,93.376413,1,-1,-1,637.000000
1112,1353.000000,806.000000,99.250000,-1,8,8,0.000000,0.000000,2167.000000,131,93.376413,0,-1,-1,715.000000
1117,2632.000000,608.000000,100.333333,0.000000,15,6,0.000000,0.000000,3245.000000,132,93.376413,1,-1,-1,707.000000
1123,1597.000000,883.000000,109.250000,-1,8,8,34.000000,34.000000,2486.000000,133,93.376413,0,-1,1958.000000,775.000000
1130,1595.000000,889.000000,110.000000,-1,8,8,0.000000,0.000000,2490.000000,134,93.623136,0,-1,-1,553.000000
1136,2525.000000,310.000000,75.750000,0.000000,16,4,0.000000,0.000000,2842.000000,135,93.623136,1,-1,-1,581.000000
1142,1714.000000,789.000000,97.375000,-1,8,8,16.000000,16.000000,2508.000000,136,93.623136,0,-1,1906.000000,632.000000
1149,1547.000000,819.000000,101.125000,-1,8,8,0.000000,0.000000,2372.000000,137,93.812924,0,-1,-1,518.000000
1154,1677.000000,466.000000,115.750000,0.000000,12,4,0.000000,0.000000,2146.000000,138,93.812924,1,-1,-1,695.000000
1159,1540.000000,747.000000,92.250000,-1,8,8,0.000000,0.000000,2291.000000,139,93.812924,0,-1,-1,690.000000
1164,4842.000000,442.000000,109.000000,0.000000,32,4,0.000000,0.000000,5289.000000,140,93.812924,1,-1,-1,688.000000
1172,1492.000000,849.000000,105.125000,-1,8,8,0.000000,0.000000,2350.000000,141,93.812924,0,-1,-1,612.000000
1178,4307.000000,381.000000,94.250000,0.000000,16,4,0.000000,0.000000,4692.000000,142,93.812924,1,-1,-1,523.000000
1185,1546.000000,724.000000,89.750000,-1,8,8,0.000000,0.000000,2275.000000,143,93.812924,0,-1,-1,783.000000
1190,3259.000000,512.000000,100.800000,0.000000,20,5,0.000000,0.000000,3776.000000,144,93.812924,1,-1,-1,696.000000
